organism,locus_tag,gene_name,product,essential,log_length_bp,gc,upstream_gc,upstream_at_skew,position_norm,operon_run_length,is_hypothetical,is_uncharacterized,is_putative,kw_replication,kw_transcription,kw_translation,kw_atp,kw_membrane,kw_synthase,kw_kinase,kw_dehydrogenase,kw_protease,kw_rrna,kw_chaperone,minus_35_signal_score,TF_CRP_score,TF_ArgR_dist,minus_10_signal_score,TF_ArgR_score,TF_GlpR_dist,minus_35_signal_dist,ribosome_binding_site_dist,TF_PurR_dist,TF_AraC_dist,TF_OmpR_dist,TF_TyrR_present,predicted_tf_count,TF_NarL_present,TF_LexA_dist,TF_FIS_score,TF_FNR_score,minus_35_signal_present,TF_CRP_dist,TF_GlpR_score,TF_Lrp_score,TF_CRP_present,TF_FIS_present,ribosome_binding_site_score,TF_NarL_dist,minus_10_signal_dist,TF_TyrR_dist,TF_AraC_score,TF_AraC_present,TF_FIS_dist,TF_IHF_score,TF_Lrp_dist,TF_TyrR_score,minus_10_signal_present,ribosome_binding_site_present,TF_FNR_present,TF_IHF_present,TF_ArgR_present,TF_LexA_present,TF_OmpR_score,TF_GlpR_present,TF_Lrp_present,TF_NarL_score,TF_OmpR_present,TF_PurR_score,has_promoter_pair,TF_PurR_present,TF_IHF_dist,TF_FNR_dist,TF_LexA_score
ccrescentus,CCNA_00011,dnaJ,chaperone protein DnaJ,0,7.055312843339752,0.6804835924006909,0.63,-0.2972972972972973,0.0026715779574659,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9019103050231934,6.348904609680176,69.0,1.9916318655014038,2.930629014968872,78.0,71.0,195.0,111.0,60.0,51.0,0.0,1.0,0.0,51.0,4.5652899742126465,1.457377314567566,0.0,70.0,0.8413176536560059,2.8561885356903076,1.0,0.0,6.272021770477295,57.0,128.0,149.0,1.965810775756836,0.0,195.0,0.19480107724666595,171.0,-2.406876564025879,0.0,1.0,0.0,0.0,0.0,0.0,2.1261515617370605,0.0,0.0,1.3877767324447632,0.0,3.0465879440307617,0.0,0.0,46.0,63.0,5.267056465148926
ccrescentus,CCNA_00012,mutS,DNA mismatch repair protein MutS,0,7.905810312658931,0.7075958702064897,0.61,-0.3333333333333333,0.0031714630655151,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.597076892852783,5.42033576965332,64.0,2.8439414501190186,1.942124605178833,188.0,14.0,197.0,140.0,68.0,65.0,0.0,0.0,0.0,112.0,2.4830753803253174,2.4825358390808105,0.0,67.0,-0.06874021142721176,2.1524853706359863,0.0,0.0,6.510247230529785,43.0,17.0,61.0,2.701481580734253,0.0,163.0,2.5897927284240723,69.0,1.3889826536178589,0.0,1.0,0.0,0.0,0.0,0.0,3.7111141681671143,0.0,0.0,2.7429697513580322,0.0,-0.45264479517936707,0.0,0.0,61.0,66.0,3.915982246398926
ccrescentus,CCNA_00014,moaC,Cyclic pyranopterin monophosphate synthase MoaC,0,6.169610732491456,0.6792452830188679,0.62,0.2105263157894736,0.0042680690162998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.17919921875,1.739230751991272,144.0,3.0363657474517822,1.4685232639312744,91.0,141.0,92.0,137.0,37.0,135.0,0.0,0.0,0.0,77.0,6.027395725250244,-2.7232022285461426,0.0,76.0,-1.460910439491272,3.2743773460388184,0.0,0.0,5.860579013824463,93.0,38.0,188.0,3.6343674659729004,0.0,96.0,-1.1591455936431885,37.0,1.6666637659072876,0.0,1.0,0.0,0.0,0.0,0.0,4.375016212463379,0.0,0.0,3.560028076171875,0.0,9.598176002502441,0.0,0.0,31.0,36.0,-0.22479641437530518
ccrescentus,CCNA_00015,moaB,molybdenum cofactor biosynthesis protein B,0,6.315358001522335,0.6539855072463768,0.68,0.3125,0.004394338856804,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2367236614227295,0.5941929817199707,194.0,3.159424066543579,0.35716214776039124,96.0,128.0,87.0,189.0,100.0,185.0,0.0,0.0,0.0,128.0,2.857470750808716,1.2264734506607056,0.0,127.0,-1.5986498594284058,0.7198558449745178,0.0,0.0,6.691811561584473,53.0,189.0,189.0,3.027378559112549,0.0,27.0,-2.2984821796417236,188.0,-1.8776566982269287,0.0,1.0,0.0,0.0,0.0,0.0,0.8219981789588928,0.0,0.0,3.5810227394104004,0.0,4.508693695068359,0.0,0.0,122.0,125.0,4.296203136444092
ccrescentus,CCNA_00016,moaE,"molybdopterin converting factor, large subunit",0,6.118097198041348,0.6821192052980133,0.72,-0.1428571428571428,0.0045186299338919,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.893413543701172,1.1825850009918213,153.0,2.830671548843384,1.6644434928894043,162.0,87.0,173.0,38.0,139.0,160.0,0.0,0.0,0.0,103.0,4.809708595275879,3.4618232250213623,1.0,90.0,3.188849687576294,2.221224308013916,0.0,0.0,4.053786277770996,127.0,91.0,94.0,0.5872991681098938,0.0,168.0,-0.507068932056427,129.0,-1.5032612085342407,0.0,0.0,0.0,0.0,0.0,0.0,1.5225733518600464,0.0,0.0,1.532893419265747,0.0,2.3997979164123535,0.0,0.0,28.0,155.0,-0.7278739213943481
ccrescentus,CCNA_00017,moaD,"molybdopterin converting factor, small subunit",0,5.484796933490655,0.7125,0.73,0.1851851851851851,0.0046033457426534,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.684530735015869,4.182665824890137,190.0,2.092353582382202,-2.9675872325897217,151.0,98.0,136.0,162.0,115.0,115.0,0.0,0.0,0.0,113.0,2.7287888526916504,2.373081922531128,0.0,112.0,-0.6326135396957397,3.508265256881714,0.0,0.0,4.580202579498291,98.0,102.0,123.0,1.0609005689620972,0.0,72.0,-3.3874871730804443,29.0,0.08170131593942642,0.0,1.0,0.0,0.0,0.0,0.0,2.211040496826172,0.0,0.0,2.2670843601226807,0.0,3.828641414642334,0.0,0.0,106.0,112.0,-0.961762011051178
ccrescentus,CCNA_00018,moaA,molybdenum cofactor biosynthesis protein A,0,6.957497370876951,0.6733333333333333,0.66,0.0,0.0047636255793757,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.999155044555664,3.0291950702667236,27.0,3.8048365116119385,1.5415867567062378,54.0,109.0,168.0,47.0,19.0,22.0,0.0,0.0,0.0,125.0,0.8543196320533752,0.8836510181427002,1.0,32.0,-2.1842174530029297,0.46831709146499634,0.0,0.0,6.031342506408691,46.0,113.0,128.0,2.5068562030792236,0.0,114.0,0.25041964650154114,50.0,5.0999531745910645,0.0,1.0,0.0,0.0,0.0,0.0,2.778228282928467,0.0,0.0,0.8999828696250916,0.0,3.9760818481445312,0.0,0.0,18.0,34.0,-0.7102232575416565
ccrescentus,CCNA_00019,,molybdopterin-guanine dinucleotide biosynthesis protein A,0,6.452048954437226,0.69826224328594,0.63,-0.081081081081081,0.0049791871190416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.423572540283203,4.90153169631958,200.0,3.914379358291626,1.0561598539352417,189.0,52.0,99.0,68.0,34.0,20.0,0.0,0.0,0.0,34.0,3.828324556350708,0.30595144629478455,0.0,127.0,3.472452402114868,5.9150824546813965,0.0,0.0,4.398637771606445,34.0,22.0,159.0,5.023409843444824,0.0,183.0,1.5353448390960693,37.0,3.2634518146514893,0.0,0.0,0.0,0.0,0.0,0.0,1.8366448879241943,0.0,0.0,4.173598289489746,0.0,2.6062488555908203,0.0,0.0,178.0,161.0,2.2199883460998535
ccrescentus,CCNA_00020,,hypothetical protein,0,5.420534999272286,0.6577777777777778,0.67,-0.0909090909090909,0.0050843089255339,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.853656768798828,2.108860969543457,105.0,3.4061853885650635,4.711511611938477,106.0,56.0,137.0,82.0,196.0,44.0,0.0,0.0,0.0,142.0,4.553464412689209,-1.0280107259750366,0.0,147.0,1.2449835538864136,2.6818015575408936,0.0,0.0,4.178429126739502,151.0,124.0,142.0,4.745728492736816,0.0,140.0,0.27498456835746765,154.0,1.7895206212997437,0.0,0.0,0.0,0.0,0.0,0.0,2.4554591178894043,0.0,0.0,3.9325904846191406,0.0,2.9237310886383057,0.0,0.0,135.0,148.0,4.793455123901367
ccrescentus,CCNA_00021,,"dehydrogenase, Mo-binding subunit",0,7.693481640835175,0.6707706338349293,0.74,0.1538461538461538,0.00542564561485,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.581343412399292,3.3487017154693604,54.0,2.0246901512145996,-1.4793391227722168,152.0,54.0,101.0,148.0,158.0,122.0,0.0,0.0,0.0,115.0,6.51282262802124,-0.21588468551635742,0.0,134.0,2.0396645069122314,0.27239689230918884,0.0,0.0,5.860579013824463,54.0,149.0,155.0,1.4352960586547852,0.0,176.0,-2.9387335777282715,123.0,-2.3950512409210205,0.0,1.0,0.0,0.0,0.0,0.0,3.348543882369995,0.0,0.0,2.0204172134399414,0.0,5.535165786743164,0.0,0.0,149.0,157.0,0.38348716497421265
ccrescentus,CCNA_00022,,"dehydrogenase, Fe-S subunit, CoxS/CutS family",0,6.2766434893416445,0.6779661016949152,0.61,-0.1794871794871795,0.0057615407047712,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.8195674419403076,2.186490774154663,61.0,3.9047484397888184,2.445202112197876,169.0,52.0,13.0,170.0,72.0,129.0,0.0,0.0,0.0,97.0,5.049422264099121,0.3686361312866211,0.0,66.0,-1.4806104898452759,2.7333319187164307,0.0,0.0,4.053786277770996,29.0,56.0,71.0,1.3973281383514404,0.0,58.0,2.924387216567993,51.0,0.09352675080299377,0.0,0.0,0.0,0.0,0.0,0.0,3.6380505561828613,0.0,0.0,4.37821626663208,0.0,4.33865213394165,0.0,0.0,92.0,60.0,6.237910270690918
ccrescentus,CCNA_00023,,mliC-family lysozyme inhibitor protein,0,5.811140992976701,0.6816816816816816,0.65,0.3142857142857143,0.0059134107969741,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8636345863342285,0.992372453212738,139.0,2.8647267818450928,1.3018734455108643,71.0,98.0,72.0,36.0,144.0,184.0,0.0,0.0,0.0,116.0,4.397345542907715,6.159836292266846,1.0,140.0,0.090837262570858,2.4158496856689453,0.0,0.0,4.292011260986328,22.0,17.0,144.0,0.42464137077331543,0.0,119.0,4.362447261810303,103.0,5.13792085647583,0.0,0.0,0.0,0.0,0.0,0.0,4.375016212463379,0.0,0.0,3.8717470169067383,0.0,3.6606967449188232,0.0,0.0,101.0,133.0,0.857088565826416
ccrescentus,CCNA_00024,,uroporphyrin-III C-methyltransferase/Precorrin-2 dehydrogenase/Sirohydrochlorin ,0,6.79346613258001,0.7283950617283951,0.63,-0.1351351351351351,0.0060687437251556,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.032198429107666,0.9493884444236755,28.0,2.4066085815429688,0.13509953022003174,23.0,80.0,89.0,64.0,53.0,13.0,0.0,0.0,0.0,66.0,5.375319004058838,1.1932109594345093,0.0,56.0,-0.3980478346347809,1.4143213033676147,0.0,0.0,4.47525691986084,149.0,114.0,26.0,0.6603626012802124,0.0,97.0,1.0364031791687012,114.0,2.0410592555999756,0.0,1.0,0.0,0.0,0.0,0.0,1.9700323343276978,0.0,0.0,2.020153284072876,0.0,3.019150733947754,0.0,0.0,19.0,43.0,0.985770583152771
ccrescentus,CCNA_00025,,major facilitator superfamily transporter,0,7.410951875583635,0.6569872958257713,0.65,0.2571428571428571,0.0063855932171947,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.235403060913086,2.0356152057647705,26.0,3.669572114944458,-1.7132271528244019,117.0,23.0,94.0,111.0,33.0,28.0,0.0,0.0,0.0,26.0,5.871276378631592,-0.38110896944999695,0.0,119.0,-1.3957215547561646,2.3087007999420166,0.0,0.0,5.381674289703369,44.0,21.0,36.0,0.7159811854362488,0.0,33.0,-0.10293346643447876,22.0,-0.6434388160705566,0.0,1.0,0.0,0.0,0.0,0.0,0.674576461315155,0.0,0.0,1.669312596321106,0.0,2.320152997970581,0.0,0.0,21.0,197.0,1.7169108390808105
ccrescentus,CCNA_00026,cckO,PAS-family sensor histidine kinase CckO,0,7.902487437162855,0.6818349981502034,0.55,0.0222222222222222,0.0069384102466305,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.1088547706604,4.242349147796631,54.0,2.7341182231903076,3.901482582092285,146.0,46.0,179.0,56.0,84.0,49.0,0.0,0.0,0.0,61.0,2.9685020446777344,1.6718354225158691,1.0,60.0,-0.0635925680398941,4.00081205368042,0.0,0.0,5.102145195007324,24.0,158.0,57.0,4.482364177703857,0.0,76.0,1.25636887550354,48.0,5.333840847015381,0.0,1.0,0.0,0.0,0.0,0.0,3.9188597202301025,0.0,0.0,5.9842209815979,0.0,8.098101615905762,0.0,0.0,48.0,71.0,1.231484055519104
ccrescentus,CCNA_00027,cciO,2OG-Fe(II) oxygenase,0,6.53813982376767,0.6579710144927536,0.54,0.0,0.007382271615455,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.802044868469238,3.737295150756836,168.0,3.4238333702087402,4.012514114379883,159.0,129.0,47.0,92.0,175.0,84.0,0.0,1.0,1.0,62.0,4.927860260009766,6.606264114379883,1.0,94.0,3.4267218112945557,4.111843585968018,0.0,0.0,6.510247230529785,168.0,163.0,92.0,8.484135627746582,0.0,74.0,2.104365825653076,90.0,0.41812899708747864,0.0,1.0,0.0,0.0,0.0,0.0,5.708439826965332,0.0,0.0,7.4374213218688965,0.0,3.4801244735717773,0.0,0.0,89.0,168.0,3.8049509525299072
ccrescentus,CCNA_00028,cciT,TonB-dependent receptor,0,7.750614732770409,0.6670973298880276,0.57,0.2093023255813953,0.0077906389154991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.271542549133301,5.374415397644043,119.0,4.6538310050964355,3.416055917739868,102.0,31.0,43.0,114.0,108.0,90.0,0.0,1.0,0.0,111.0,3.4644596576690674,2.3177812099456787,1.0,106.0,6.078221321105957,5.3460612297058105,0.0,0.0,6.212906837463379,48.0,92.0,111.0,5.787812232971191,0.0,100.0,6.396446228027344,147.0,1.5936003923416138,1.0,1.0,0.0,1.0,0.0,0.0,4.933506488800049,0.0,0.0,4.404094696044922,0.0,6.624170780181885,0.0,0.0,101.0,107.0,3.682094097137451
ccrescentus,CCNA_00029,,RhtB-family efflux protein,0,6.452048954437226,0.684044233807267,0.63,0.027027027027027,0.008219164867847,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.243391513824463,6.628718376159668,176.0,4.099485874176025,5.001018524169922,172.0,57.0,14.0,153.0,174.0,168.0,0.0,2.0,0.0,122.0,6.88009786605835,5.630616188049316,1.0,172.0,4.858701229095459,3.709472417831421,1.0,0.0,6.691811561584473,30.0,171.0,73.0,3.644359588623047,0.0,170.0,6.432836532592773,169.0,4.362987518310547,1.0,1.0,0.0,1.0,0.0,0.0,3.833970785140991,0.0,0.0,4.05257511138916,0.0,6.3066887855529785,0.0,0.0,60.0,157.0,5.752483367919922
ccrescentus,CCNA_00030,,Ribonuclease T2,0,6.601230118728877,0.6884353741496598,0.76,-0.25,0.0084002217204407,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5109333992004395,0.03959406539797783,197.0,1.6539973020553589,0.7197322249412537,138.0,42.0,63.0,192.0,176.0,130.0,0.0,0.0,0.0,148.0,5.049422264099121,-0.30157575011253357,1.0,147.0,0.2722966969013214,2.020017147064209,0.0,0.0,4.053786277770996,196.0,198.0,84.0,2.011436939239502,0.0,168.0,-4.2595295906066895,127.0,0.5671281218528748,0.0,0.0,0.0,0.0,0.0,0.0,1.2330667972564697,0.0,0.0,2.5759122371673584,0.0,2.025402545928955,0.0,0.0,125.0,181.0,0.26063042879104614
ccrescentus,CCNA_00031,vapC,toxin protein VapC,0,5.961005339623274,0.6356589147286822,0.62,-0.0526315789473684,0.0085345302873238,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5092735290527344,2.160940647125244,40.0,2.020138740539551,2.064981460571289,42.0,25.0,33.0,37.0,129.0,130.0,0.0,0.0,0.0,125.0,7.372644901275635,0.1619214564561844,0.0,86.0,2.304718255996704,1.9233027696609497,0.0,0.0,5.622353553771973,113.0,72.0,50.0,2.9922828674316406,0.0,132.0,2.272310495376587,179.0,-1.6142925024032593,0.0,1.0,0.0,0.0,0.0,0.0,0.17861896753311157,0.0,0.0,3.3613762855529785,0.0,2.54723858833313,0.0,0.0,74.0,152.0,1.6117048263549805
ccrescentus,CCNA_00032,vapB,antitoxin protein VapB,0,5.497168225293202,0.6255144032921811,0.62,-0.2105263157894736,0.0086124440968416,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5544562339782715,2.5918312072753906,31.0,4.034508228302002,4.711511611938477,32.0,15.0,10.0,71.0,19.0,20.0,0.0,0.0,0.0,81.0,3.1867783069610596,1.4447497129440308,1.0,167.0,4.496669292449951,5.864750862121582,0.0,0.0,4.339054107666016,21.0,110.0,26.0,4.650309085845947,0.0,199.0,0.08193660527467728,21.0,6.807772159576416,0.0,0.0,0.0,0.0,0.0,0.0,7.460052490234375,0.0,0.0,4.963933944702148,0.0,3.228585720062256,0.0,0.0,109.0,197.0,1.126278042793274
