seq_id	smiles_id	organism	ec	substrate	log10_kcat	gene	cluster_id	fold
7403	1133	Corynebacterium sp.	1.1.1.346	NADPH	1.2624510897304295		7404	2
1148	1110	Arabidopsis thaliana	1.14.14.82	naringenin	0.3222192947339193		1148	2
1148	559	Arabidopsis thaliana	1.14.14.82	kaempferol	0.7634279935629372		1148	2
1148	563	Arabidopsis thaliana	1.14.14.82	apigenin	0.9684829485539351		1148	2
1148	571	Arabidopsis thaliana	1.14.14.82	5-deoxyleucopelargonidin	1.089905111439398		1148	2
1148	570	Arabidopsis thaliana	1.14.14.82	3,4',5,7-tetrahydroxyflavanone	1.1038037209559568		1148	2
1447	1856	Homo sapiens	2.7.11.14	all-trans-Retinal	0.07918124604762482	GRK1	1447	0
3038	2451	Pseudomonas putida	1.14.13.179	theophylline	-2.3467874862246565		3038	0
3038	2452	Pseudomonas putida	1.14.13.179	3-Methylxanthine	-0.27572413039921095		3038	0
3038	2470	Pseudomonas putida	1.14.13.179	Theobromine	-0.11350927482751812		3038	0
6933	959	Nitrosomonas europaea	3.6.1.25	ATP	-0.44369749923271273		6933	3
7065	165	Streptococcus mutans	1.2.1.9	D-Glyceraldehyde 3-phosphate	1.8325089127062364		7065	1
7022	293	Mus musculus	4.2.1.48	L-Glutamate	1.551449997972875		7022	3
6666	2127	Manihot esculenta	1.14.14.41	(E)-2-methylbutanal oxime	-0.5528419686577808		6666	2
6666	1596	Manihot esculenta	1.14.14.41	(E)-2-methylpropanal oxime	-0.4559319556497244		6666	2
1130	2280	Homo sapiens	1.6.5.5	trans-2-nonenal	-0.958607314841775	CRYZ	1130	1
1130	1334	Homo sapiens	1.6.5.5	3-Buten-2-one	-0.7958800173440752	CRYZ	1130	1
1130	2156	Homo sapiens	1.6.5.5	trans-2-pentenal	-0.6989700043360187	CRYZ	1130	1
1130	2061	Homo sapiens	1.6.5.5	3-penten-2-one	-0.6989700043360187	CRYZ	1130	1
1130	2257	Homo sapiens	1.6.5.5	3-nonen-2-one	-0.6777807052660807	CRYZ	1130	1
1130	2205	Homo sapiens	1.6.5.5	trans-2-Hexenal	-0.5528419686577808	CRYZ	1130	1
1129	1921	Cavia porcellus	1.6.5.5	2-Methyl-5-hydroxy-1,4-naphthoquinone	-0.431798275933005		1129	4
1225	862	Escherichia coli	1.6.5.5	1,4-dihydroxy-9,10-anthraquinone	-0.1549019599857432		1225	0
1129	881	Cavia porcellus	1.6.5.5	1,4-Naphthoquinone	0.0		1129	4
1130	2254	Homo sapiens	1.6.5.5	4-Hydroxynonenal	0.06069784035361165	CRYZ	1130	1
1130	2134	Homo sapiens	1.6.5.5	4-hydroxy-2-hexenal	0.12385164096708581	CRYZ	1130	1
1225	861	Escherichia coli	1.6.5.5	anthraquinone-2-sulfonate	0.146128035678238		1225	0
1225	684	Escherichia coli	1.6.5.5	1,8-dihydroxy-9,10-anthraquinone	0.2041199826559248		1225	0
1130	1246	Homo sapiens	1.6.5.5	Acrolein	0.22010808804005508	CRYZ	1130	1
1130	863	Homo sapiens	1.6.5.5	9,10-Phenanthrenedione	0.3424226808222063	CRYZ	1130	1
1225	1835	Escherichia coli	1.6.5.5	Tetramethyl-1,4-benzoquinone	0.3979400086720376		1225	0
1129	686	Cavia porcellus	1.6.5.5	5-Hydroxy-1,4-naphthoquinone	0.6901960800285137		1129	4
1130	869	Homo sapiens	1.6.5.5	1,2-Naphthoquinone	0.4471580313422192	CRYZ	1130	1
1225	1924	Escherichia coli	1.6.5.5	Menadione	0.47712125471966244		1225	0
1129	671	Cavia porcellus	1.6.5.5	1,4-Benzoquinone	0.7708520116421442		1129	4
2989	869	Saccharomyces cerevisiae	1.6.5.5	1,2-Naphthoquinone	0.6201360549737575		2989	4
2989	863	Saccharomyces cerevisiae	1.6.5.5	9,10-Phenanthrenedione	0.6201360549737575		2989	4
1225	1944	Escherichia coli	1.6.5.5	Riboflavin	0.6232492903979004		1225	0
1129	863	Cavia porcellus	1.6.5.5	9,10-Phenanthrenedione	1.2787536009528289		1129	4
1225	510	Escherichia coli	1.6.5.5	5,8-Dihydroxy-1,4-naphthoquinone	1.0791812460476249		1225	0
1225	686	Escherichia coli	1.6.5.5	5-Hydroxy-1,4-naphthoquinone	1.3424226808222062		1225	0
1129	869	Cavia porcellus	1.6.5.5	1,2-Naphthoquinone	1.591064607026499		1129	4
1225	881	Escherichia coli	1.6.5.5	1,4-Naphthoquinone	1.662757831681574		1225	0
1225	1925	Escherichia coli	1.6.5.5	2,6-Dimethyl-1,4-benzoquinone	1.7075701760979363		1225	0
1225	1926	Escherichia coli	1.6.5.5	Methyl-1,4-benzoquinone	1.7323937598229686		1225	0
1225	863	Escherichia coli	1.6.5.5	9,10-Phenanthrenedione	1.7323937598229686		1225	0
1225	1869	Escherichia coli	1.6.5.5	2-hydroxy-3-methyl-1,4-naphthoquinone	1.7481880270062005		1225	0
1225	856	Escherichia coli	1.6.5.5	2,3-Dichloro-1,4-naphthoquinone	1.7853298350107671		1225	0
1225	671	Escherichia coli	1.6.5.5	1,4-Benzoquinone	1.792391689498254		1225	0
1225	840	Escherichia coli	1.6.5.5	2-Hydroxy-1,4-naphthoquinone	1.8573324964312685		1225	0
650	2568	Homo sapiens	1.14.14.55	Quinine	-0.9030899869919435	CYP3A4	650	0
3476	182	Homo sapiens	2.3.1.4	D-Glucosamine 6-phosphate	1.3443922736851108	GNPNAT1	3476	2
3474	182	Homo sapiens	2.3.1.4	D-Glucosamine 6-phosphate	0.9867717342662449		3476	2
3475	182	Homo sapiens	2.3.1.4	D-Glucosamine 6-phosphate	1.2855573090077739		3476	2
4610	476	Dianthus caryophyllus	2.4.1.299	Cyanidin 3-O-glucoside	-1.154901959985743		4610	2
2156	1295	Zingiber zerumbet	4.2.3.104	(2Z)-neryl diphosphate	0.6294095991027189		2156	4
2156	1290	Zingiber zerumbet	4.2.3.104	trans,trans-Farnesyl diphosphate	0.7489628612561614		2156	4
4287	1797	Oryza sativa	1.14.14.111	syn-Stemod-13(17)-ene	1.6901960800285136		4287	3
2667	2423	Pseudomonas putida	4.4.1.11	L-Ethionine	1.5237464668115646		2669	0
1422	83	Streptomyces avermitilis	4.4.1.11	L-Cysteine	-1.5228787452803376		1422	2
2671	2624	Pseudomonas putida	4.4.1.11	L-Methionine	-1.154901959985743		2669	0
2664	2615	Pseudomonas putida	4.4.1.11	S-Methyl-L-cysteine	-0.9208187539523752		2669	0
2667	2624	Pseudomonas putida	4.4.1.11	L-Methionine	1.6866362692622934		2669	0
2665	83	Pseudomonas putida	4.4.1.11	L-Cysteine	-0.36653154442041347		2669	0
2672	83	Pseudomonas putida	4.4.1.11	L-Cysteine	-0.24412514432750865		2669	0
4648	83	Treponema denticola	4.4.1.11	L-Cysteine	-0.10237290870955855		4648	0
2664	83	Pseudomonas putida	4.4.1.11	L-Cysteine	-0.05060999335508721		2669	0
2669	83	Pseudomonas putida	4.4.1.11	L-Cysteine	0.02530586526477026		2669	0
2664	372	Pseudomonas putida	4.4.1.11	L-Homocysteine	0.13353890837021754		2669	0
2667	359	Pseudomonas putida	4.4.1.11	L-homoserine	0.146128035678238		2669	0
2670	83	Pseudomonas putida	4.4.1.11	L-Cysteine	0.16136800223497488		2669	0
2665	2624	Pseudomonas putida	4.4.1.11	L-Methionine	0.1643528557844371		2669	0
2667	2615	Pseudomonas putida	4.4.1.11	S-Methyl-L-cysteine	0.7427251313046983		2669	0
2668	83	Pseudomonas putida	4.4.1.11	L-Cysteine	0.22010808804005508		2669	0
1422	372	Streptomyces avermitilis	4.4.1.11	L-Homocysteine	0.2304489213782739		1422	2
2665	372	Pseudomonas putida	4.4.1.11	L-Homocysteine	0.24054924828259971		2669	0
2672	2624	Pseudomonas putida	4.4.1.11	L-Methionine	0.24797326636180664		2669	0
3222	83	Porphyromonas gingivalis	4.4.1.11	L-Cysteine	0.26951294421791633		3222	0
2667	83	Pseudomonas putida	4.4.1.11	L-Cysteine	0.35602585719312274		2669	0
2666	83	Pseudomonas putida	4.4.1.11	L-Cysteine	0.34830486304816066		2669	0
2672	372	Pseudomonas putida	4.4.1.11	L-Homocysteine	0.4132997640812518		2669	0
1422	2624	Streptomyces avermitilis	4.4.1.11	L-Methionine	0.4623979978989561		1422	2
3222	2423	Porphyromonas gingivalis	4.4.1.11	L-Ethionine	0.5843312243675308		3222	0
3222	2624	Porphyromonas gingivalis	4.4.1.11	L-Methionine	0.7379873263334308		3222	0
2669	372	Pseudomonas putida	4.4.1.11	L-Homocysteine	0.7015679850559274		2669	0
2667	2422	Pseudomonas putida	4.4.1.11	S-Ethyl-L-cysteine	0.7626785637274363		2669	0
3222	826	Porphyromonas gingivalis	4.4.1.11	S-Benzyl-L-cysteine	0.7634279935629372		3222	0
3222	2422	Porphyromonas gingivalis	4.4.1.11	S-Ethyl-L-cysteine	0.9057958803678685		3222	0
2670	372	Pseudomonas putida	4.4.1.11	L-Homocysteine	1.3560258571931227		2669	0
2668	372	Pseudomonas putida	4.4.1.11	L-Homocysteine	1.4593924877592308		2669	0
2671	372	Pseudomonas putida	4.4.1.11	L-Homocysteine	1.4771212547196624		2669	0
3222	2607	Porphyromonas gingivalis	4.4.1.11	L-Methionine sulfone	1.5331362882786388		3222	0
2667	2607	Pseudomonas putida	4.4.1.11	L-Methionine sulfone	1.606381365110605		2669	0
2671	83	Pseudomonas putida	4.4.1.11	L-Cysteine	1.6414741105040995		2669	0
2667	1239	Pseudomonas putida	4.4.1.11	L-Vinylglycine	1.6473829701146199		2669	0
2667	372	Pseudomonas putida	4.4.1.11	L-Homocysteine	1.8512583487190752		2669	0
2666	372	Pseudomonas putida	4.4.1.11	L-Homocysteine	1.7937903846908188		2669	0
2667	1410	Pseudomonas putida	4.4.1.11	O-acetyl-L-homoserine	1.8920946026904804		2669	0
3416	1374	Pedobacter heparinus	4.2.2.19	Dermatan sulfate	1.462397997898956		3418	0
3418	1374	Pedobacter heparinus	4.2.2.19	Dermatan sulfate	2.6127838567197355		3418	0
3417	1374	Pedobacter heparinus	4.2.2.19	Dermatan sulfate	2.606381365110605		3418	0
4770	2249	Homo sapiens	5.3.99.3	Prostaglandin H2	1.6989700043360187	PTGES	4770	0
4770	2250	Homo sapiens	5.3.99.3	Prostaglandin G2	1.8750612633917	PTGES	4770	0
4984	279	Rattus norvegicus	5.3.99.2	Reduced glutathione	1.4923412532549745		4984	3
104	2249	Rattus norvegicus	5.3.99.2	Prostaglandin H2	1.3364597338485296		104	2
562	985	Trypanosoma vivax	3.2.2.1	Guanosine	0.037426497940623665		560	0
560	985	Trypanosoma vivax	3.2.2.1	Guanosine	0.146128035678238		560	0
561	985	Trypanosoma vivax	3.2.2.1	Guanosine	0.2304489213782739		560	0
557	985	Trypanosoma vivax	3.2.2.1	Guanosine	0.5465426634781311		560	0
559	985	Trypanosoma vivax	3.2.2.1	Guanosine	0.3979400086720376		560	0
554	985	Trypanosoma vivax	3.2.2.1	Guanosine	0.43136376415898736		560	0
558	985	Trypanosoma vivax	3.2.2.1	Guanosine	0.5910646070264992		560	0
563	985	Trypanosoma vivax	3.2.2.1	Guanosine	0.6127838567197355		560	0
555	985	Trypanosoma vivax	3.2.2.1	Guanosine	0.9912260756924949		560	0
556	985	Trypanosoma vivax	3.2.2.1	Guanosine	1.1139433523068367		560	0
951	2015	Campylobacter jejuni	2.3.1.203	UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucopyranose	3.9057958803678687		951	4
6990	1815	Homo sapiens	1.1.1.145	Dehydroepiandrosterone	-0.8386319977650252	HSD3B1	6991	3
6990	663	Homo sapiens	1.1.1.145	NAD+	-0.9208187539523752	HSD3B1	6991	3
466	1332	Bos taurus	1.1.1.145	3alpha-Hydroxy-5beta-pregnane-20-one	-1.632644078973981		466	1
466	1820	Bos taurus	1.1.1.145	Androst-5-ene-3beta,17alpha-diol	-1.47755576649368		466	1
466	1815	Bos taurus	1.1.1.145	Dehydroepiandrosterone	-1.47755576649368		466	1
466	1329	Bos taurus	1.1.1.145	Pregnenolone	-1.3979400086720375		466	1
3520	645	Escherichia coli	3.1.3.1	4-Nitrophenyl phosphate	2.5774917998372255		3520	4
3519	645	Escherichia coli	3.1.3.1	4-Nitrophenyl phosphate	1.5679669068231543		3520	4
1449	319	Homo sapiens	3.4.17.12	Gly-Gly-Arg	0.2787536009528289	CPM	1449	1
1449	1606	Homo sapiens	3.4.17.12	Leu-Ala-Arg	0.6232492903979004	CPM	1449	1
1449	1640	Homo sapiens	3.4.17.12	Leu-Gly-Leu-Ala-Arg	0.785329835010767	CPM	1449	1
1449	1607	Homo sapiens	3.4.17.12	Ala-Ser-His-Leu-Gly-Leu-Ala-Arg	0.8692317197309762	CPM	1449	1
1449	1454	Homo sapiens	3.4.17.12	furylacryloyl-Ala-Lys	1.0413926851582251	CPM	1449	1
1449	1457	Homo sapiens	3.4.17.12	furylacryloylalanylarginine	1.6020599913279623	CPM	1449	1
1449	1456	Homo sapiens	3.4.17.12	benzoyl-Ala-Arg	2.0293837776852097	CPM	1449	1
394	1403	Thermotoga maritima	3.1.1.41	7-Aminocephalosporanic acid	1.3944516808262162		394	3
394	1932	Thermotoga maritima	3.1.1.41	4-Methylumbelliferyl acetate	1.7993405494535817		394	3
5164	1406	Bacillus subtilis	3.1.1.41	Cephalothin	1.7403626894942439		5164	3
394	1392	Thermotoga maritima	3.1.1.41	p-Nitrophenyl acetate	1.983175072037813		394	3
5164	1408	Bacillus subtilis	3.1.1.41	Cephapirin	1.9030899869919435		5164	3
394	1399	Thermotoga maritima	3.1.1.41	D-xylose tetraacetate	2.513217600067939		394	3
704	1036	Macaca fascicularis	1.1.1.179	D-Xylose	-0.3467874862246563		704	3
703	1036	Macaca fascicularis	1.1.1.179	D-Xylose	-0.3010299956639812		704	3
702	1036	Macaca fascicularis	1.1.1.179	D-Xylose	-0.045757490560675115		704	3
700	1036	Macaca fascicularis	1.1.1.179	D-Xylose	0.0		704	3
697	1036	Macaca fascicularis	1.1.1.179	D-Xylose	0.07918124604762482		704	3
7082	663	Paenarthrobacter nicotinovorans	1.1.1.179	NAD+	0.17609125905568124		7082	4
699	1036	Macaca fascicularis	1.1.1.179	D-Xylose	0.2304489213782739		704	3
701	1036	Macaca fascicularis	1.1.1.179	D-Xylose	0.414973347970818		704	3
992	183	Trichoderma reesei	1.1.1.179	1,3-beta-D-Glucan	0.7558748556724915		992	3
